area_name,auto_theft_coordinated_traced,auto_theft_recovered,auto_theft_stolen,calendar_year,cases_property_recovered,cases_property_stolen,cpa_cases_registered,cpa_cases_reported_for_dept._action,cpa_cases_sent_for_trials_chargesheeted,cpa_complaints_cases_declared_false_unsubstantiated,cpa_complaints_received_alleged,cpa_no_of_departmental_enquiries,cpa_no_of_judicial_enquiries,cpa_no_of_magisterial_enquiries,cpb_police_personnel_acquitted,cpb_police_personnel_cases_withdrawn_or_otherwise_disposed_of,cpb_police_personnel_convicted,cpb_police_personnel_sent_up_for_trial,cpb_police_personnel_trial_completed,cpc_police_personnel_cases_trial_completed,cpc_police_personnel_cases_withdrawn_or_otherwise_disposed_of,cpc_police_personnel_disciplinary_action_initiated,cpc_police_personnel_dismissal_removal_from_service,cpc_police_personnel_major_punishment_awarded,cpc_police_personnel_minor_punishment_awarded,df_auto_theft,df_complaints_against_police,df_property_stolen_and_recovered,df_serious_fraud,df_victims_of_rape,group_name,loss_of_property_10_25_crores,loss_of_property_1_10_crores,loss_of_property_25_50_crores,loss_of_property_50_100_crores,loss_of_property_above_100_crores,sub_group_name,value_of_property_recovered,value_of_property_stolen,victims_above_50_yrs,victims_between_1014_yrs,victims_between_1418_yrs,victims_between_1830_yrs,victims_between_3050_yrs,victims_of_rape_total,victims_upto_10_yrs
Himachal Pradesh,0,0,0,2007,28,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Other heads of Property,0,0,0,0,0,6. Other Property,1924282,5003543,0,0,0,0,0,0,0
Jammu & Kashmir,0,0,0,2007,144,418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Other heads of Property,0,0,0,0,0,6. Other Property,16184960,24082304,0,0,0,0,0,0,0
Jharkhand,0,0,0,2007,33,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Other heads of Property,0,0,0,0,0,6. Other Property,235289,2195421,0,0,0,0,0,0,0
Karnataka,0,0,0,2007,120,606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Other heads of Property,0,0,0,0,0,6. Other Property,20537339,98303525,0,0,0,0,0,0,0
Kerala,0,0,0,2007,104,2665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Other heads of Property,0,0,0,0,0,6. Other Property,8630620,614644393,0,0,0,0,0,0,0
Lakshadweep,0,0,0,2007,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Other heads of Property,0,0,0,0,0,6. Other Property,0,606600,0,0,0,0,0,0,0
Madhya Pradesh,0,0,0,2007,321,798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Other heads of Property,0,0,0,0,0,6. Other Property,34272324,49994761,0,0,0,0,0,0,0
Maharashtra,0,0,0,2007,1931,4578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Other heads of Property,0,0,0,0,0,6. Other Property,219124280,-2147483648,0,0,0,0,0,0,0
Manipur,0,0,0,2007,0,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Other heads of Property,0,0,0,0,0,6. Other Property,0,86479455,0,0,0,0,0,0,0
Meghalaya,0,0,0,2007,14,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Other heads of Property,0,0,0,0,0,6. Other Property,580180,3073649,0,0,0,0,0,0,0
Mizoram,0,0,0,2007,63,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Other heads of Property,0,0,0,0,0,6. Other Property,261375,1913576,0,0,0,0,0,0,0
Nagaland,0,0,0,2007,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Other heads of Property,0,0,0,0,0,6. Other Property,366020,378820,0,0,0,0,0,0,0
Odisha,0,0,0,2007,90,1203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Other heads of Property,0,0,0,0,0,6. Other Property,1227450,7112169,0,0,0,0,0,0,0
Puducherry,0,0,0,2007,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Other heads of Property,0,0,0,0,0,6. Other Property,30000,63500,0,0,0,0,0,0,0
Punjab,0,0,0,2007,953,938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Other heads of Property,0,0,0,0,0,6. Other Property,104360606,87114741,0,0,0,0,0,0,0
Rajasthan,0,0,0,2007,491,946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Other heads of Property,0,0,0,0,0,6. Other Property,14702380,14906304,0,0,0,0,0,0,0
Sikkim,0,0,0,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Other heads of Property,0,0,0,0,0,6. Other Property,0,0,0,0,0,0,0,0,0
Tamil Nadu,0,0,0,2007,89,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Other heads of Property,0,0,0,0,0,6. Other Property,28857230,29492832,0,0,0,0,0,0,0
Tripura,0,0,0,2007,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Other heads of Property,0,0,0,0,0,6. Other Property,3000,616290,0,0,0,0,0,0,0
Uttar Pradesh,0,0,0,2007,543,556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Other heads of Property,0,0,0,0,0,6. Other Property,43181964,32157305,0,0,0,0,0,0,0
Uttarakhand,0,0,0,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Other heads of Property,0,0,0,0,0,6. Other Property,0,0,0,0,0,0,0,0,0
West Bengal,0,0,0,2007,501,1889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Other heads of Property,0,0,0,0,0,6. Other Property,40566051,183697256,0,0,0,0,0,0,0
Andaman & Nicobar Islands,0,0,0,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Other heads of Property,0,0,0,0,0,6. Other Property,0,0,0,0,0,0,0,0,0
Andhra Pradesh,0,0,0,2008,462,663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Other heads of Property,0,0,0,0,0,6. Other Property,11240147,15869126,0,0,0,0,0,0,0
Arunachal Pradesh,0,0,0,2008,28,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Other heads of Property,0,0,0,0,0,6. Other Property,968788,3065118,0,0,0,0,0,0,0
Assam,0,0,0,2008,410,1177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Other heads of Property,0,0,0,0,0,6. Other Property,2440807,34446017,0,0,0,0,0,0,0
Bihar,0,0,0,2008,216,1074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Other heads of Property,0,0,0,0,0,6. Other Property,2395329,6880918,0,0,0,0,0,0,0
Chandigarh,0,0,0,2008,105,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Other heads of Property,0,0,0,0,0,6. Other Property,927350,1843350,0,0,0,0,0,0,0
Chhattisgarh,0,0,0,2008,81,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Other heads of Property,0,0,0,0,0,6. Other Property,2609081,39082066,0,0,0,0,0,0,0
Dadra & Nagar Haveli,0,0,0,2008,13,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Other heads of Property,0,0,0,0,0,6. Other Property,43139,8736993,0,0,0,0,0,0,0
Daman & Diu,0,0,0,2008,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Other heads of Property,0,0,0,0,0,6. Other Property,2000,119945,0,0,0,0,0,0,0
Delhi,0,0,0,2008,833,2870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Other heads of Property,0,0,0,0,0,6. Other Property,10692781,2136265505,0,0,0,0,0,0,0
Goa,0,0,0,2008,1,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Other heads of Property,0,0,0,0,0,6. Other Property,90000,24862812,0,0,0,0,0,0,0
Gujarat,0,0,0,2008,466,887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Other heads of Property,0,0,0,0,0,6. Other Property,30324325,592715720,0,0,0,0,0,0,0
Haryana,0,0,0,2008,713,986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Other heads of Property,0,0,0,0,0,6. Other Property,77331388,88346009,0,0,0,0,0,0,0
Himachal Pradesh,0,0,0,2008,10,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Other heads of Property,0,0,0,0,0,6. Other Property,508928,6447364,0,0,0,0,0,0,0
Jammu & Kashmir,0,0,0,2008,104,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Other heads of Property,0,0,0,0,0,6. Other Property,2221628,4994228,0,0,0,0,0,0,0
Jharkhand,0,0,0,2008,11,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Other heads of Property,0,0,0,0,0,6. Other Property,163278,65180831,0,0,0,0,0,0,0
Karnataka,0,0,0,2008,124,503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Other heads of Property,0,0,0,0,0,6. Other Property,13801698,183239049,0,0,0,0,0,0,0
Kerala,0,0,0,2008,71,2329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Other heads of Property,0,0,0,0,0,6. Other Property,12278375,949465280,0,0,0,0,0,0,0
Lakshadweep,0,0,0,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Other heads of Property,0,0,0,0,0,6. Other Property,0,0,0,0,0,0,0,0,0
Madhya Pradesh,0,0,0,2008,261,569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Other heads of Property,0,0,0,0,0,6. Other Property,11981693,30516184,0,0,0,0,0,0,0
Maharashtra,0,0,0,2008,1865,5195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Other heads of Property,0,0,0,0,0,6. Other Property,169153533,-2147483648,0,0,0,0,0,0,0
Manipur,0,0,0,2008,2,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Other heads of Property,0,0,0,0,0,6. Other Property,205000,53132017,0,0,0,0,0,0,0
Meghalaya,0,0,0,2008,56,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Other heads of Property,0,0,0,0,0,6. Other Property,1249922,6725357,0,0,0,0,0,0,0
Mizoram,0,0,0,2008,31,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Other heads of Property,0,0,0,0,0,6. Other Property,212079,248375,0,0,0,0,0,0,0
Nagaland,0,0,0,2008,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Other heads of Property,0,0,0,0,0,6. Other Property,157000,290100,0,0,0,0,0,0,0
Odisha,0,0,0,2008,37,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Other heads of Property,0,0,0,0,0,6. Other Property,328106,30397944,0,0,0,0,0,0,0
Puducherry,0,0,0,2008,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Other heads of Property,0,0,0,0,0,6. Other Property,648000,648000,0,0,0,0,0,0,0
Punjab,0,0,0,2008,1206,1110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Other heads of Property,0,0,0,0,0,6. Other Property,131451059,123509958,0,0,0,0,0,0,0
Rajasthan,0,0,0,2008,85,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Other heads of Property,0,0,0,0,0,6. Other Property,25080921,84676988,0,0,0,0,0,0,0
Sikkim,0,0,0,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Other heads of Property,0,0,0,0,0,6. Other Property,0,0,0,0,0,0,0,0,0
Tamil Nadu,0,0,0,2008,98,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Other heads of Property,0,0,0,0,0,6. Other Property,7620130,9032620,0,0,0,0,0,0,0
Tripura,0,0,0,2008,6,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Other heads of Property,0,0,0,0,0,6. Other Property,14500,1236670,0,0,0,0,0,0,0
Uttar Pradesh,0,0,0,2008,251,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Other heads of Property,0,0,0,0,0,6. Other Property,28613191,30974385,0,0,0,0,0,0,0
Uttarakhand,0,0,0,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Other heads of Property,0,0,0,0,0,6. Other Property,0,0,0,0,0,0,0,0,0
West Bengal,0,0,0,2008,762,2363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Other heads of Property,0,0,0,0,0,6. Other Property,34482235,248753009,0,0,0,0,0,0,0
Andaman & Nicobar Islands,0,0,0,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Other heads of Property,0,0,0,0,0,6. Other Property,0,0,0,0,0,0,0,0,0
Andhra Pradesh,0,0,0,2009,314,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Other heads of Property,0,0,0,0,0,6. Other Property,10791957,18529965,0,0,0,0,0,0,0
Arunachal Pradesh,0,0,0,2009,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Other heads of Property,0,0,0,0,0,6. Other Property,24090,3686341,0,0,0,0,0,0,0
Assam,0,0,0,2009,251,763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Other heads of Property,0,0,0,0,0,6. Other Property,5946862,6131307,0,0,0,0,0,0,0
Bihar,0,0,0,2009,316,1068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Other heads of Property,0,0,0,0,0,6. Other Property,1211610,6238416,0,0,0,0,0,0,0
Chandigarh,0,0,0,2009,88,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Other heads of Property,0,0,0,0,0,6. Other Property,1761715,3171735,0,0,0,0,0,0,0
Chhattisgarh,0,0,0,2009,114,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Other heads of Property,0,0,0,0,0,6. Other Property,3455856,34430697,0,0,0,0,0,0,0
Dadra & Nagar Haveli,0,0,0,2009,13,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Other heads of Property,0,0,0,0,0,6. Other Property,675438,22730924,0,0,0,0,0,0,0
Daman & Diu,0,0,0,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Other heads of Property,0,0,0,0,0,6. Other Property,0,0,0,0,0,0,0,0,0
Delhi,0,0,0,2009,988,2345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Other heads of Property,0,0,0,0,0,6. Other Property,22706337,-2147483648,0,0,0,0,0,0,0
Goa,0,0,0,2009,6,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Other heads of Property,0,0,0,0,0,6. Other Property,493900,59503271,0,0,0,0,0,0,0
Gujarat,0,0,0,2009,399,806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Other heads of Property,0,0,0,0,0,6. Other Property,12177589,426017436,0,0,0,0,0,0,0
Haryana,0,0,0,2009,660,1013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Other heads of Property,0,0,0,0,0,6. Other Property,36929964,54588481,0,0,0,0,0,0,0
Himachal Pradesh,0,0,0,2009,18,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Other heads of Property,0,0,0,0,0,6. Other Property,3134411,169516316,0,0,0,0,0,0,0
Jammu & Kashmir,0,0,0,2009,73,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Other heads of Property,0,0,0,0,0,6. Other Property,5744842,11205249,0,0,0,0,0,0,0
Jharkhand,0,0,0,2009,54,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Other heads of Property,0,0,0,0,0,6. Other Property,3994020,11102495,0,0,0,0,0,0,0
Karnataka,0,0,0,2009,370,883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Other heads of Property,0,0,0,0,0,6. Other Property,27564698,120128314,0,0,0,0,0,0,0
Kerala,0,0,0,2009,264,2365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Other heads of Property,0,0,0,0,0,6. Other Property,23524130,1932069078,0,0,0,0,0,0,0
Lakshadweep,0,0,0,2009,8,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Other heads of Property,0,0,0,0,0,6. Other Property,200000,2000000,0,0,0,0,0,0,0
Madhya Pradesh,0,0,0,2009,345,768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Other heads of Property,0,0,0,0,0,6. Other Property,12779636,40897249,0,0,0,0,0,0,0
Maharashtra,0,0,0,2009,2112,5599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Other heads of Property,0,0,0,0,0,6. Other Property,197492637,-2147483648,0,0,0,0,0,0,0
Manipur,0,0,0,2009,15,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Other heads of Property,0,0,0,0,0,6. Other Property,46864870,87124859,0,0,0,0,0,0,0
Meghalaya,0,0,0,2009,10,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Other heads of Property,0,0,0,0,0,6. Other Property,54020,2657764,0,0,0,0,0,0,0
Mizoram,0,0,0,2009,27,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Other heads of Property,0,0,0,0,0,6. Other Property,385847,2974949,0,0,0,0,0,0,0
Nagaland,0,0,0,2009,11,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Other heads of Property,0,0,0,0,0,6. Other Property,2807050,10853546,0,0,0,0,0,0,0
Odisha,0,0,0,2009,17,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Other heads of Property,0,0,0,0,0,6. Other Property,1466800,2005631179,0,0,0,0,0,0,0
Puducherry,0,0,0,2009,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Other heads of Property,0,0,0,0,0,6. Other Property,55000,55000,0,0,0,0,0,0,0
Punjab,0,0,0,2009,1253,1176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Other heads of Property,0,0,0,0,0,6. Other Property,225129746,158140937,0,0,0,0,0,0,0
Rajasthan,0,0,0,2009,93,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Other heads of Property,0,0,0,0,0,6. Other Property,19567565,20878815,0,0,0,0,0,0,0
Sikkim,0,0,0,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Other heads of Property,0,0,0,0,0,6. Other Property,0,0,0,0,0,0,0,0,0
Tamil Nadu,0,0,0,2009,96,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Other heads of Property,0,0,0,0,0,6. Other Property,22522840,35680580,0,0,0,0,0,0,0
Tripura,0,0,0,2009,4,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Other heads of Property,0,0,0,0,0,6. Other Property,80000,184900,0,0,0,0,0,0,0
Uttar Pradesh,0,0,0,2009,195,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Other heads of Property,0,0,0,0,0,6. Other Property,25674264,32643216,0,0,0,0,0,0,0
Uttarakhand,0,0,0,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Other heads of Property,0,0,0,0,0,6. Other Property,0,0,0,0,0,0,0,0,0
West Bengal,0,0,0,2009,1048,2263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Other heads of Property,0,0,0,0,0,6. Other Property,55555560,233499642,0,0,0,0,0,0,0
Andaman & Nicobar Islands,0,0,0,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Other heads of Property,0,0,0,0,0,6. Other Property,0,0,0,0,0,0,0,0,0
Andhra Pradesh,0,0,0,2010,96,840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Other heads of Property,0,0,0,0,0,6. Other Property,7695160,19092260,0,0,0,0,0,0,0
Arunachal Pradesh,0,0,0,2010,6,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Other heads of Property,0,0,0,0,0,6. Other Property,995920,22043117,0,0,0,0,0,0,0
Assam,0,0,0,2010,105,474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Other heads of Property,0,0,0,0,0,6. Other Property,4982729,15131265,0,0,0,0,0,0,0
Bihar,0,0,0,2010,136,493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Other heads of Property,0,0,0,0,0,6. Other Property,792981,7947645,0,0,0,0,0,0,0
Chandigarh,0,0,0,2010,109,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Other heads of Property,0,0,0,0,0,6. Other Property,2512830,4040770,0,0,0,0,0,0,0
Chhattisgarh,0,0,0,2010,101,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Other heads of Property,0,0,0,0,0,6. Other Property,9899802,39538454,0,0,0,0,0,0,0
Dadra & Nagar Haveli,0,0,0,2010,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Other heads of Property,0,0,0,0,0,6. Other Property,726371,15700213,0,0,0,0,0,0,0
Daman & Diu,0,0,0,2010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Other heads of Property,0,0,0,0,0,6. Other Property,0,0,0,0,0,0,0,0,0
Delhi,0,0,0,2010,1015,2624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Other heads of Property,0,0,0,0,0,6. Other Property,41903655,-2147483648,0,0,0,0,0,0,0
Goa,0,0,0,2010,7,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Other heads of Property,0,0,0,0,0,6. Other Property,209800,42276054,0,0,0,0,0,0,0
Gujarat,0,0,0,2010,344,720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Other heads of Property,0,0,0,0,0,6. Other Property,36179589,1419805631,0,0,0,0,0,0,0
Haryana,0,0,0,2010,725,1214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Other heads of Property,0,0,0,0,0,6. Other Property,39807090,50782590,0,0,0,0,0,0,0
Himachal Pradesh,0,0,0,2010,14,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Other heads of Property,0,0,0,0,0,6. Other Property,253281,6821835,0,0,0,0,0,0,0
Jammu & Kashmir,0,0,0,2010,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Other heads of Property,0,0,0,0,0,6. Other Property,34400,48400,0,0,0,0,0,0,0
Jharkhand,0,0,0,2010,96,428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Other heads of Property,0,0,0,0,0,6. Other Property,5478349,9059363,0,0,0,0,0,0,0
Karnataka,0,0,0,2010,380,964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Other heads of Property,0,0,0,0,0,6. Other Property,35103094,241760506,0,0,0,0,0,0,0
Kerala,0,0,0,2010,435,2590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Other heads of Property,0,0,0,0,0,6. Other Property,16092319,1736686318,0,0,0,0,0,0,0
Lakshadweep,0,0,0,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Other heads of Property,0,0,0,0,0,6. Other Property,0,0,0,0,0,0,0,0,0
Madhya Pradesh,0,0,0,2010,283,539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Other heads of Property,0,0,0,0,0,6. Other Property,13637112,36911088,0,0,0,0,0,0,0
Maharashtra,0,0,0,2010,2788,6319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Other heads of Property,0,0,0,0,0,6. Other Property,639564691,-2147483648,0,0,0,0,0,0,0
Manipur,0,0,0,2010,4,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Other heads of Property,0,0,0,0,0,6. Other Property,520900,36640648,0,0,0,0,0,0,0
Meghalaya,0,0,0,2010,8,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Other heads of Property,0,0,0,0,0,6. Other Property,2088045,10211350,0,0,0,0,0,0,0
Mizoram,0,0,0,2010,69,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Other heads of Property,0,0,0,0,0,6. Other Property,3590368,4130193,0,0,0,0,0,0,0
Nagaland,0,0,0,2010,25,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Other heads of Property,0,0,0,0,0,6. Other Property,3617770,127477897,0,0,0,0,0,0,0
Odisha,0,0,0,2010,71,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Other heads of Property,0,0,0,0,0,6. Other Property,1739150,37664304,0,0,0,0,0,0,0
